DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Similarity
COLOR	#ff0000
DATA
Sporidiobolus_salmonicolor_Ssal-KRED	#59C959	High (100.0%)
Aspergillus_neoniger_PYH35833	#87CEEB	Low (31.5%)
Aspergillus_neoniger_PYH33889	#87CEEB	Low (32.8%)
Aspergillus_neoniger_PYH32013	#87CEEB	Low (30.7%)
Aspergillus_neoniger_PYH31679	#87CEEB	Low (32.4%)
Aspergillus_neoniger_PYH31560	#87CEEB	Low (34.4%)
Aspergillus_neoniger_PYH31489	#905799	Far distant (28.9%)
Aspergillus_neoniger_PYH29297	#87CEEB	Low (30.3%)
Aspergillus_neoniger_PYH28469	#87CEEB	Low (33.9%)
Aspergillus_neoniger_PYH28442	#87CEEB	Low (32.3%)
Aspergillus_nidulans_EAA57726	#87CEEB	Low (34.9%)
Aspergillus_nidulans_EAA60617	#87CEEB	Low (36.9%)
Aspergillus_nidulans_EAA65407	#87CEEB	Low (33.8%)
Aspergillus_niger_EHA28232	#87CEEB	Low (34.3%)
Aspergillus_niger_EHA28060	#87CEEB	Low (34.3%)
Aspergillus_niger_EHA26131	#87CEEB	Low (34.5%)
Aspergillus_niger_EHA26190	#87CEEB	Low (31.6%)
Aspergillus_niger_EHA26575	#87CEEB	Low (33.3%)
Aspergillus_niger_EHA25893	#905799	Far distant (28.7%)
Aspergillus_niger_EHA25210	#87CEEB	Low (34.5%)
Aspergillus_niger_EHA25049	#87CEEB	Low (35.8%)
Aspergillus_niger_EHA24966	#905799	Far distant (28.5%)
Aspergillus_niger_EHA23278	#87CEEB	Low (33.9%)
Aspergillus_niger_EHA22056	#87CEEB	Low (34.2%)
Aspergillus_niger_EHA20971	#87CEEB	Low (32.0%)
Aspergillus_niger_EHA21056	#87CEEB	Low (31.5%)
Aspergillus_niger_EHA19909	#87CEEB	Low (32.2%)
Aspergillus_nomius_KNG91060	#87CEEB	Low (35.7%)
Aspergillus_nomius_KNG89801	#87CEEB	Low (31.9%)
Aspergillus_nomius_KNG89765	#87CEEB	Low (34.2%)
Aspergillus_nomius_KNG89704	#87CEEB	Low (32.0%)
Aspergillus_nomius_KNG86962	#87CEEB	Low (37.5%)
Aspergillus_nomius_KNG86407	#87CEEB	Low (34.1%)
Aspergillus_nomius_KNG85549	#87CEEB	Low (33.5%)
Aspergillus_nomius_KNG85239	#87CEEB	Low (32.1%)
Aspergillus_nomius_KNG84875	#EAFF80	Medium (43.5%)
Aspergillus_nomius_KNG84194	#EAFF80	Medium (45.0%)
Aspergillus_nomius_KNG84092	#87CEEB	Low (37.2%)
Aspergillus_nomius_KNG83588	#87CEEB	Low (31.8%)
Aspergillus_nomius_KNG81925	#87CEEB	Low (33.0%)
Aspergillus_nomius_KNG81036	#905799	Far distant (28.4%)
Aspergillus_nomius_KNG80914	#87CEEB	Low (35.2%)
Aspergillus_nomius_KNG80912	#87CEEB	Low (36.6%)
Aspergillus_nomius_KNG79871	#87CEEB	Low (34.3%)
Aspergillus_novofumigatus_PKX98839	#87CEEB	Low (35.3%)
Aspergillus_novofumigatus_PKX99672	#87CEEB	Low (31.7%)
Aspergillus_novofumigatus_PKX88697	#87CEEB	Low (31.7%)
Aspergillus_novofumigatus_PKX88481	#905799	Far distant (29.7%)
Aspergillus_novofumigatus_PKX88444	#87CEEB	Low (31.7%)
Aspergillus_novofumigatus_PKX88357	#87CEEB	Low (37.9%)
Aspergillus_novofumigatus_PKX97729	#905799	Far distant (29.9%)
Aspergillus_novofumigatus_PKX93716	#87CEEB	Low (32.6%)
Aspergillus_novofumigatus_PKX89901	#EAFF80	Medium (40.0%)
Aspergillus_ochraceoroseus_KKK14091	#87CEEB	Low (32.4%)
Aspergillus_ochraceoroseus_KKK15416	#87CEEB	Low (32.5%)
Aspergillus_ochraceoroseus_KKK12425	#87CEEB	Low (31.7%)
Aspergillus_ochraceoroseus_KKK25459	#87CEEB	Low (33.3%)
Aspergillus_oryzae_KDE84259	#905799	Far distant (29.2%)
Aspergillus_oryzae_KDE83294	#87CEEB	Low (32.2%)
Aspergillus_oryzae_KDE81848	#87CEEB	Low (35.5%)
Aspergillus_oryzae_KDE81768	#87CEEB	Low (34.6%)
Aspergillus_oryzae_KDE81833	#905799	Far distant (29.4%)
Aspergillus_oryzae_KDE80878	#87CEEB	Low (36.0%)
Aspergillus_oryzae_KDE80402	#905799	Far distant (24.1%)
Aspergillus_oryzae_KDE80479	#87CEEB	Low (38.8%)
Aspergillus_oryzae_KDE78983	#87CEEB	Low (32.0%)
Aspergillus_oryzae_KDE85943	#87CEEB	Low (30.7%)
Aspergillus_oryzae_KDE77890	#905799	Far distant (29.2%)
Aspergillus_oryzae_KDE77784	#87CEEB	Low (33.1%)
Aspergillus_oryzae_KDE77261	#87CEEB	Low (33.0%)
Aspergillus_oryzae_KDE76918	#905799	Far distant (29.0%)
Aspergillus_oryzae_KDE76863	#EAFF80	Medium (45.3%)
Aspergillus_oryzae_KDE76546	#87CEEB	Low (33.7%)
Aspergillus_oryzae_KDE76157	#87CEEB	Low (33.3%)
Aspergillus_oryzae_KDE85170	#87CEEB	Low (35.3%)
Aspergillus_parasiticus_KJK68009	#905799	Far distant (26.3%)
Aspergillus_parasiticus_KJK67585	#905799	Far distant (29.9%)
Aspergillus_parasiticus_KJK67442	#87CEEB	Low (34.6%)
Aspergillus_parasiticus_KJK67117	#905799	Far distant (28.4%)
Aspergillus_parasiticus_KJK66633	#905799	Far distant (24.1%)
Aspergillus_parasiticus_KJK65725	#87CEEB	Low (38.9%)
Aspergillus_parasiticus_KJK65103	#87CEEB	Low (35.5%)
Aspergillus_parasiticus_KJK64050	#87CEEB	Low (32.2%)
Aspergillus_parasiticus_KJK63914	#87CEEB	Low (32.5%)
Aspergillus_parasiticus_KJK63874	#87CEEB	Low (33.0%)
Aspergillus_parasiticus_KJK63249	#87CEEB	Low (36.4%)
Aspergillus_parasiticus_KJK61901	#905799	Far distant (29.4%)
Aspergillus_parasiticus_KJK61269	#87CEEB	Low (33.1%)
Aspergillus_parasiticus_KJK60998	#87CEEB	Low (30.2%)
Aspergillus_piperis_RAH63529	#87CEEB	Low (30.6%)
Aspergillus_piperis_RAH59382	#87CEEB	Low (33.3%)
Aspergillus_piperis_RAH58786	#87CEEB	Low (31.9%)
Aspergillus_piperis_RAH54634	#87CEEB	Low (30.8%)
Aspergillus_piperis_RAH54462	#87CEEB	Low (34.3%)
Aspergillus_piperis_RAH54491	#87CEEB	Low (30.1%)
Aspergillus_piperis_RAH53325	#905799	Far distant (28.1%)
Aspergillus_piperis_RAH53167	#87CEEB	Low (33.8%)
Aspergillus_piperis_RAH52269	#87CEEB	Low (34.9%)
Aspergillus_piperis_RAH52207	#87CEEB	Low (30.7%)
Aspergillus_rambellii_KKK13229	#87CEEB	Low (31.9%)
Aspergillus_rambellii_KKK15189	#87CEEB	Low (32.1%)
Aspergillus_rambellii_KKK14596	#87CEEB	Low (33.3%)
Aspergillus_rambellii_KKK11994	#87CEEB	Low (31.7%)
Aspergillus_ruber_EYE98613	#905799	Far distant (20.7%)
Aspergillus_ruber_EYE98264	#905799	Far distant (26.8%)
Aspergillus_ruber_EYE97221	#87CEEB	Low (32.0%)
Aspergillus_ruber_EYE90685	#87CEEB	Low (35.5%)
Aspergillus_ruber_EYE90462	#87CEEB	Low (32.7%)
Aspergillus_saccharolyticus_PYH48557	#87CEEB	Low (32.7%)
Aspergillus_saccharolyticus_PYH47573	#87CEEB	Low (33.5%)
Aspergillus_saccharolyticus_PYH47078	#905799	Far distant (28.6%)
Aspergillus_saccharolyticus_PYH47081	#905799	Far distant (29.4%)
Aspergillus_saccharolyticus_PYH45994	#905799	Far distant (25.1%)
Aspergillus_saccharolyticus_PYH46051	#905799	Far distant (29.8%)
Aspergillus_saccharolyticus_PYH44087	#87CEEB	Low (36.1%)
Aspergillus_saccharolyticus_PYH43892	#87CEEB	Low (37.4%)
Aspergillus_saccharolyticus_PYH43908	#87CEEB	Low (33.5%)
Aspergillus_saccharolyticus_PYH42570	#87CEEB	Low (31.3%)
Aspergillus_saccharolyticus_PYH42259	#87CEEB	Low (37.7%)
Aspergillus_saccharolyticus_PYH40460	#87CEEB	Low (34.5%)
Aspergillus_saccharolyticus_PYH40321	#87CEEB	Low (31.1%)
Aspergillus_saccharolyticus_PYH40236	#905799	Far distant (24.0%)
Aspergillus_sclerotiicarbonarius_PYI12627	#905799	Far distant (28.5%)
Aspergillus_sclerotiicarbonarius_PYI12201	#905799	Far distant (29.3%)
Aspergillus_sclerotiicarbonarius_PYI09607	#87CEEB	Low (33.1%)
Aspergillus_sclerotiicarbonarius_PYI09455	#87CEEB	Low (33.0%)
Aspergillus_sclerotiicarbonarius_PYI09456	#87CEEB	Low (32.9%)
Aspergillus_sclerotiicarbonarius_PYI09174	#905799	Far distant (28.2%)
Aspergillus_sclerotiicarbonarius_PYI07731	#87CEEB	Low (35.9%)
Aspergillus_sclerotiicarbonarius_PYI07686	#87CEEB	Low (37.8%)
Aspergillus_sclerotiicarbonarius_PYI06699	#87CEEB	Low (31.3%)
Aspergillus_sclerotiicarbonarius_PYI05858	#87CEEB	Low (32.3%)
Aspergillus_sclerotiicarbonarius_PYI04656	#87CEEB	Low (35.5%)
Aspergillus_sclerotiicarbonarius_PYI03584	#87CEEB	Low (33.5%)
Aspergillus_sclerotiicarbonarius_PYI00600	#87CEEB	Low (33.5%)
Aspergillus_sclerotiicarbonarius_PYI00319	#87CEEB	Low (39.6%)
Aspergillus_sclerotioniger_PWY96674	#87CEEB	Low (32.4%)
Aspergillus_sclerotioniger_PWY89620	#87CEEB	Low (35.0%)
Aspergillus_sclerotioniger_PWY88118	#87CEEB	Low (34.7%)
Aspergillus_sclerotioniger_PWY86401	#905799	Far distant (28.9%)
Aspergillus_sclerotioniger_PWY83855	#87CEEB	Low (33.1%)
Aspergillus_sclerotioniger_PWY96058	#87CEEB	Low (35.2%)
Aspergillus_sclerotioniger_PWY81748	#87CEEB	Low (33.3%)
Aspergillus_sclerotioniger_PWY77305	#905799	Far distant (27.8%)
Aspergillus_sclerotioniger_PWY74608	#87CEEB	Low (30.9%)
Aspergillus_sclerotioniger_PWY71792	#905799	Far distant (29.2%)
Aspergillus_sclerotioniger_PWY70849	#87CEEB	Low (35.9%)
Aspergillus_sclerotioniger_PWY94346	#87CEEB	Low (36.2%)
Aspergillus_sclerotioniger_PWY91656	#87CEEB	Low (30.6%)
Aspergillus_steynii_PLB53947	#87CEEB	Low (32.2%)
Aspergillus_steynii_PLB54020	#87CEEB	Low (34.6%)
Aspergillus_steynii_PLB54046	#87CEEB	Low (34.1%)
Aspergillus_steynii_PLB54788	#87CEEB	Low (37.2%)
Aspergillus_steynii_PLB55792	#87CEEB	Low (37.9%)
Aspergillus_steynii_PLB51509	#87CEEB	Low (38.7%)
Aspergillus_steynii_PLB49885	#87CEEB	Low (31.6%)
Aspergillus_steynii_PLB50384	#87CEEB	Low (32.0%)
Aspergillus_steynii_PLB50815	#87CEEB	Low (30.7%)
Aspergillus_steynii_PLB50943	#87CEEB	Low (32.2%)
Aspergillus_steynii_PLB48715	#87CEEB	Low (33.1%)
Aspergillus_steynii_PLB48984	#905799	Far distant (29.0%)
Aspergillus_steynii_PLB48062	#87CEEB	Low (34.2%)
Aspergillus_steynii_PLB48132	#87CEEB	Low (33.6%)
Aspergillus_steynii_PLB48417	#905799	Far distant (28.1%)
Aspergillus_steynii_PLB47449	#905799	Far distant (27.4%)
Aspergillus_steynii_PLB45595	#87CEEB	Low (30.5%)
Aspergillus_steynii_PLB46252	#87CEEB	Low (34.8%)
Aspergillus_sydowii_OJJ61707	#87CEEB	Low (30.6%)
Aspergillus_sydowii_OJJ62881	#87CEEB	Low (32.6%)
Aspergillus_sydowii_OJJ61205	#87CEEB	Low (34.9%)
Aspergillus_sydowii_OJJ58614	#87CEEB	Low (35.7%)
Aspergillus_sydowii_OJJ59226	#905799	Far distant (19.8%)
Aspergillus_sydowii_OJJ58255	#905799	Far distant (29.5%)
Aspergillus_sydowii_OJJ57351	#87CEEB	Low (34.6%)
Aspergillus_sydowii_OJJ55056	#87CEEB	Low (30.6%)
Aspergillus_sydowii_OJJ54378	#87CEEB	Low (36.0%)
Aspergillus_taichungensis_PLN81415	#87CEEB	Low (32.7%)
Aspergillus_taichungensis_PLN75011	#EAFF80	Medium (40.9%)
Aspergillus_taichungensis_PLN74755	#87CEEB	Low (32.2%)
Aspergillus_thermomutatus_OXS12419	#905799	Far distant (26.8%)
Aspergillus_thermomutatus_OXS12435	#905799	Far distant (29.6%)
Aspergillus_thermomutatus_OXS12351	#87CEEB	Low (32.5%)
Aspergillus_thermomutatus_OXS11913	#87CEEB	Low (34.2%)
Aspergillus_thermomutatus_OXS08683	#87CEEB	Low (32.1%)
Aspergillus_thermomutatus_OXS08564	#EAFF80	Medium (40.3%)
Aspergillus_tubingensis_OJI84705	#87CEEB	Low (32.6%)
Aspergillus_tubingensis_OJI85749	#87CEEB	Low (32.6%)
Aspergillus_tubingensis_OJI89290	#87CEEB	Low (33.3%)
Aspergillus_tubingensis_OJI88447	#87CEEB	Low (32.5%)
Aspergillus_tubingensis_OJI87746	#87CEEB	Low (31.6%)
Aspergillus_tubingensis_OJI87770	#87CEEB	Low (34.3%)
Aspergillus_tubingensis_OJI87276	#87CEEB	Low (32.0%)
Aspergillus_tubingensis_OJI83477	#87CEEB	Low (33.9%)
Aspergillus_tubingensis_OJI83916	#87CEEB	Low (33.5%)
Aspergillus_tubingensis_OJI82857	#87CEEB	Low (34.9%)
Aspergillus_tubingensis_OJI83221	#87CEEB	Low (31.4%)
Aspergillus_tubingensis_OJI80050	#87CEEB	Low (32.9%)
Aspergillus_tubingensis_OJI79345	#905799	Far distant (28.1%)
Aspergillus_turcosus_OXN34789	#87CEEB	Low (34.7%)
Aspergillus_turcosus_OXN39016	#87CEEB	Low (34.1%)
Aspergillus_turcosus_OXN30897	#87CEEB	Low (30.6%)
Aspergillus_turcosus_OXN35862	#87CEEB	Low (33.6%)
Aspergillus_udagawae_GAO81296	#87CEEB	Low (33.9%)
Aspergillus_udagawae_GAO81474	#87CEEB	Low (34.3%)
Aspergillus_udagawae_GAO81631	#87CEEB	Low (32.3%)
Aspergillus_udagawae_GAO81716	#87CEEB	Low (31.9%)
Aspergillus_udagawae_GAO81976	#87CEEB	Low (31.7%)
Aspergillus_udagawae_GAO82333	#87CEEB	Low (33.1%)
Aspergillus_udagawae_GAO83214	#905799	Far distant (28.7%)
Aspergillus_udagawae_GAO86291	#EAFF80	Medium (44.7%)
Aspergillus_udagawae_GAO86422	#87CEEB	Low (39.4%)
Aspergillus_udagawae_GAO86433	#87CEEB	Low (35.8%)
Aspergillus_udagawae_GAO86949	#87CEEB	Low (35.3%)
Aspergillus_udagawae_GAO87659	#87CEEB	Low (31.7%)
Aspergillus_udagawae_GAO88109	#87CEEB	Low (34.3%)
Aspergillus_udagawae_GAO90378	#905799	Far distant (29.1%)
Aspergillus_udagawae_GAO90500	#87CEEB	Low (32.1%)
Aspergillus_ustus_KIA75870	#905799	Far distant (28.6%)
Aspergillus_ustus_KIA75588	#87CEEB	Low (30.0%)
Aspergillus_uvarum_PYH86709	#87CEEB	Low (34.5%)
Aspergillus_uvarum_PYH86742	#87CEEB	Low (30.6%)
Aspergillus_uvarum_PYH86252	#905799	Far distant (27.5%)
Aspergillus_uvarum_PYH83538	#905799	Far distant (29.8%)
Aspergillus_uvarum_PYH83571	#87CEEB	Low (35.4%)
Aspergillus_uvarum_PYH83259	#87CEEB	Low (34.7%)
Aspergillus_uvarum_PYH82076	#87CEEB	Low (39.6%)
Aspergillus_uvarum_PYH82077	#87CEEB	Low (34.5%)
Aspergillus_uvarum_PYH81900	#87CEEB	Low (30.7%)
Aspergillus_uvarum_PYH81295	#87CEEB	Low (34.3%)
Aspergillus_uvarum_PYH81298	#905799	Far distant (28.8%)
Aspergillus_uvarum_PYH81031	#905799	Far distant (29.8%)
Aspergillus_uvarum_PYH81034	#87CEEB	Low (30.6%)
Aspergillus_uvarum_PYH80260	#87CEEB	Low (31.5%)
Aspergillus_uvarum_PYH78998	#87CEEB	Low (35.9%)
Aspergillus_uvarum_PYH77876	#87CEEB	Low (33.8%)
Aspergillus_uvarum_PYH77464	#87CEEB	Low (34.9%)
Aspergillus_uvarum_PYH76978	#87CEEB	Low (35.5%)
Aspergillus_uvarum_PYH77008	#87CEEB	Low (33.9%)
Aspergillus_uvarum_PYH75559	#87CEEB	Low (31.1%)
Aspergillus_uvarum_PYH75562	#905799	Far distant (25.9%)
Aspergillus_vadensis_PYH73139	#87CEEB	Low (33.0%)
Aspergillus_vadensis_PYH70385	#87CEEB	Low (33.5%)
Aspergillus_vadensis_PYH69427	#87CEEB	Low (32.2%)
Aspergillus_vadensis_PYH68913	#87CEEB	Low (32.2%)
Aspergillus_vadensis_PYH68333	#87CEEB	Low (31.4%)
Aspergillus_vadensis_PYH67974	#87CEEB	Low (35.0%)
Aspergillus_vadensis_PYH67643	#87CEEB	Low (34.5%)
Aspergillus_vadensis_PYH66648	#87CEEB	Low (32.2%)
Aspergillus_vadensis_PYH65940	#87CEEB	Low (34.7%)
Aspergillus_vadensis_PYH63394	#905799	Far distant (28.1%)
Aspergillus_vadensis_PYH63304	#87CEEB	Low (33.5%)
Aspergillus_versicolor_OJI95804	#87CEEB	Low (32.1%)
Aspergillus_versicolor_OJI96933	#87CEEB	Low (31.5%)
Aspergillus_versicolor_OJJ00529	#87CEEB	Low (34.1%)
Aspergillus_versicolor_OJJ01221	#87CEEB	Low (37.5%)
Aspergillus_versicolor_OJJ01836	#87CEEB	Low (33.3%)
Aspergillus_versicolor_OJJ02168	#905799	Far distant (29.1%)
Aspergillus_versicolor_OJJ03359	#905799	Far distant (27.5%)
Aspergillus_versicolor_OJJ04319	#87CEEB	Low (31.5%)
Aspergillus_versicolor_OJJ05814	#87CEEB	Low (36.3%)
Aspergillus_versicolor_OJJ07154	#905799	Far distant (29.6%)
Aspergillus_violaceofuscus_PYI24558	#87CEEB	Low (33.9%)
Aspergillus_violaceofuscus_PYI24775	#87CEEB	Low (36.2%)
Aspergillus_violaceofuscus_PYI24021	#87CEEB	Low (36.9%)
Aspergillus_violaceofuscus_PYI23170	#87CEEB	Low (35.4%)
Aspergillus_violaceofuscus_PYI23187	#87CEEB	Low (32.7%)
Aspergillus_violaceofuscus_PYI22772	#87CEEB	Low (34.7%)
Aspergillus_violaceofuscus_PYI22001	#87CEEB	Low (33.8%)
Aspergillus_violaceofuscus_PYI21648	#87CEEB	Low (34.5%)
Aspergillus_violaceofuscus_PYI18961	#87CEEB	Low (34.3%)
Aspergillus_violaceofuscus_PYI18773	#905799	Far distant (21.2%)
Aspergillus_violaceofuscus_PYI17213	#905799	Far distant (27.9%)
Aspergillus_violaceofuscus_PYI17216	#87CEEB	Low (31.2%)
Aspergillus_violaceofuscus_PYI15822	#87CEEB	Low (31.0%)
Aspergillus_violaceofuscus_PYI15350	#905799	Far distant (20.7%)
Aspergillus_violaceofuscus_PYI14846	#905799	Far distant (29.9%)
Aspergillus_violaceofuscus_PYI14007	#87CEEB	Low (31.3%)
Aspergillus_violaceofuscus_PYI14010	#905799	Far distant (29.8%)
Aspergillus_wentii_OJJ38761	#87CEEB	Low (35.0%)
Aspergillus_wentii_OJJ39591	#87CEEB	Low (31.3%)
Aspergillus_wentii_OJJ36955	#87CEEB	Low (34.9%)
Aspergillus_wentii_OJJ35827	#87CEEB	Low (35.8%)
Aspergillus_wentii_OJJ33836	#87CEEB	Low (35.4%)
Aspergillus_wentii_OJJ31987	#87CEEB	Low (31.8%)
Aspergillus_wentii_OJJ32034	#87CEEB	Low (30.9%)
Aspergillus_wentii_OJJ32040	#87CEEB	Low (35.0%)
Aspergillus_wentii_OJJ32074	#87CEEB	Low (36.8%)
Aureobasidium_pullulans_OBW66820	#87CEEB	Low (33.7%)
Aureobasidium_pullulans_OBW65875	#87CEEB	Low (36.3%)
Aureobasidium_pullulans_OBW65181	#905799	Far distant (29.7%)
Aureobasidium_pullulans_OBW65148	#EAFF80	Medium (43.1%)
Babjeviella_inositovora_ODQ80648	#87CEEB	Low (30.9%)
Basidiobolus_meristosporus_ORX63749	#905799	Far distant (25.4%)
Basidiobolus_meristosporus_ORX90844	#87CEEB	Low (30.3%)
Basidiobolus_meristosporus_ORX90222	#87CEEB	Low (34.5%)
Basidiobolus_meristosporus_ORX80496	#87CEEB	Low (33.6%)
Basidiobolus_meristosporus_ORX75806	#87CEEB	Low (32.9%)
Baudoinia_panamericana_EMC96944	#87CEEB	Low (35.8%)
Baudoinia_panamericana_EMC96690	#87CEEB	Low (31.6%)
Baudoinia_panamericana_EMC95616	#905799	Far distant (28.7%)
Baudoinia_panamericana_EMC93230	#87CEEB	Low (39.3%)
Baudoinia_panamericana_EMC92843	#87CEEB	Low (34.8%)
Baudoinia_panamericana_EMC92261	#EAFF80	Medium (41.4%)
Beauveria_bassiana_EJP68280	#905799	Far distant (29.5%)
Beauveria_bassiana_EJP68289	#87CEEB	Low (34.8%)
Beauveria_bassiana_EJP66662	#87CEEB	Low (34.6%)
Beauveria_bassiana_EJP64880	#87CEEB	Low (31.8%)
Bifiguratus_adelaidae_OZJ05736	#87CEEB	Low (36.5%)
Bifiguratus_adelaidae_OZJ02835	#87CEEB	Low (34.8%)
Bifiguratus_adelaidae_OZJ04763	#87CEEB	Low (36.8%)
Bifiguratus_adelaidae_OZJ04781	#87CEEB	Low (34.9%)
Bipolaris_maydis_ENI09664	#87CEEB	Low (31.7%)
Bipolaris_maydis_ENI07934	#87CEEB	Low (35.5%)
Bipolaris_maydis_ENI07338	#87CEEB	Low (31.1%)
Bipolaris_maydis_ENI06730	#905799	Far distant (29.5%)
Bipolaris_maydis_ENI05008	#87CEEB	Low (37.0%)
Bipolaris_maydis_ENI04524	#87CEEB	Low (31.0%)
Bipolaris_maydis_ENI03626	#87CEEB	Low (31.7%)
Bipolaris_maydis_ENH99775	#87CEEB	Low (39.3%)
Bipolaris_maydis_ENH99547	#87CEEB	Low (30.1%)
Bipolaris_maydis_ENH99121	#87CEEB	Low (33.0%)
Bipolaris_oryzae_EUC42761	#87CEEB	Low (32.6%)
Bipolaris_oryzae_EUC49301	#87CEEB	Low (36.1%)
Bipolaris_oryzae_EUC44945	#87CEEB	Low (38.8%)
Bipolaris_oryzae_EUC41437	#87CEEB	Low (35.8%)
Bipolaris_oryzae_EUC40169	#87CEEB	Low (31.3%)
Bipolaris_oryzae_EUC40092	#905799	Far distant (29.3%)
Bipolaris_oryzae_EUC39998	#87CEEB	Low (31.7%)
Bipolaris_sorokiniana_EMD67896	#905799	Far distant (27.4%)
Bipolaris_sorokiniana_EMD68393	#87CEEB	Low (38.8%)
Bipolaris_sorokiniana_EMD68551	#87CEEB	Low (30.2%)
Bipolaris_sorokiniana_EMD67156	#87CEEB	Low (36.4%)
Bipolaris_sorokiniana_EMD63375	#905799	Far distant (29.3%)
Bipolaris_sorokiniana_EMD63886	#87CEEB	Low (30.3%)
Bipolaris_sorokiniana_EMD61044	#87CEEB	Low (36.1%)
Bipolaris_sorokiniana_EMD61180	#87CEEB	Low (32.6%)
Bipolaris_sorokiniana_EMD59967	#905799	Far distant (29.9%)
Bipolaris_victoriae_EUN32058	#87CEEB	Low (30.6%)
Bipolaris_victoriae_EUN29204	#87CEEB	Low (35.2%)
Bipolaris_victoriae_EUN29144	#87CEEB	Low (35.8%)
Bipolaris_victoriae_EUN26821	#87CEEB	Low (32.1%)
Bipolaris_victoriae_EUN26510	#87CEEB	Low (31.5%)
Bipolaris_victoriae_EUN25497	#87CEEB	Low (36.7%)
Bipolaris_victoriae_EUN22342	#87CEEB	Low (31.0%)
Bipolaris_victoriae_EUN20983	#87CEEB	Low (31.2%)
Bipolaris_zeicola_EUC26817	#87CEEB	Low (32.5%)
Bipolaris_zeicola_EUC37899	#87CEEB	Low (31.9%)
Bipolaris_zeicola_EUC32461	#87CEEB	Low (35.2%)
Bipolaris_zeicola_EUC31414	#87CEEB	Low (30.9%)
Bipolaris_zeicola_EUC31084	#87CEEB	Low (37.0%)
Bipolaris_zeicola_EUC27923	#905799	Far distant (29.5%)
Bipolaris_zeicola_EUC27720	#87CEEB	Low (31.7%)
Bipolaris_zeicola_EUC27467	#905799	Far distant (29.8%)
Blastomyces_dermatitidis_EGE80807	#EAFF80	Medium (40.2%)
Blastomyces_dermatitidis_EGE86909	#87CEEB	Low (33.0%)
Blastomyces_gilchristii_OAT10568	#EAFF80	Medium (40.1%)
Blastomyces_gilchristii_OAT08721	#87CEEB	Low (33.0%)
Blastomyces_percursus_OJD23496	#EAFF80	Medium (41.1%)
Blastomyces_percursus_OJD28432	#87CEEB	Low (32.6%)
Botryobasidium_botryosum_KDQ19276	#905799	Far distant (28.0%)
Botryobasidium_botryosum_KDQ18875	#87CEEB	Low (36.4%)
Botryobasidium_botryosum_KDQ18518	#87CEEB	Low (35.3%)
Botryobasidium_botryosum_KDQ18520	#87CEEB	Low (35.3%)
Botryobasidium_botryosum_KDQ17916	#87CEEB	Low (36.9%)
Botryobasidium_botryosum_KDQ17955	#87CEEB	Low (37.5%)
Botryobasidium_botryosum_KDQ17956	#87CEEB	Low (37.0%)
Botryobasidium_botryosum_KDQ17957	#87CEEB	Low (38.9%)
Botryobasidium_botryosum_KDQ17960	#87CEEB	Low (32.3%)
Botryobasidium_botryosum_KDQ15561	#87CEEB	Low (37.5%)
Botryobasidium_botryosum_KDQ13490	#87CEEB	Low (30.2%)
Botryobasidium_botryosum_KDQ11564	#87CEEB	Low (37.2%)
Botryobasidium_botryosum_KDQ11567	#87CEEB	Low (34.6%)
Botryobasidium_botryosum_KDQ10859	#87CEEB	Low (36.8%)
Botryobasidium_botryosum_KDQ06900	#87CEEB	Low (33.1%)
Botryobasidium_botryosum_KDQ06901	#87CEEB	Low (33.7%)
Botryobasidium_botryosum_KDQ06523	#905799	Far distant (29.5%)
Botrytis_cinerea_EMR90019	#87CEEB	Low (31.4%)
Botrytis_cinerea_EMR87209	#87CEEB	Low (32.7%)
Botrytis_cinerea_EMR86888	#87CEEB	Low (32.5%)
Botrytis_cinerea_EMR82738	#87CEEB	Low (35.2%)
Botrytis_cinerea_EMR81290	#EAFF80	Medium (44.6%)
Botrytis_cinerea_EMR80895	#87CEEB	Low (32.1%)
Botrytis_cinerea_EMR80695	#87CEEB	Low (31.0%)
Botrytis_cinerea_EMR80697	#905799	Far distant (29.9%)
Byssochlamys_spectabilis_GAD92876	#87CEEB	Low (32.4%)
Byssochlamys_spectabilis_GAD93755	#87CEEB	Low (37.2%)
Byssochlamys_spectabilis_GAD93931	#905799	Far distant (28.5%)
Byssochlamys_spectabilis_GAD95698	#87CEEB	Low (38.1%)
Byssochlamys_spectabilis_GAD95764	#87CEEB	Low (31.0%)
Byssochlamys_spectabilis_GAD95884	#EAFF80	Medium (43.4%)
Byssochlamys_spectabilis_GAD97816	#87CEEB	Low (33.6%)
Byssochlamys_spectabilis_GAD98609	#87CEEB	Low (30.9%)
Byssochlamys_spectabilis_GAD99542	#87CEEB	Low (36.0%)
Byssochlamys_spectabilis_GAD99925	#87CEEB	Low (35.5%)
Byssochlamys_spectabilis_GAE00037	#87CEEB	Low (33.5%)
Cadophora_sp_PVH88648	#87CEEB	Low (30.3%)
Cadophora_sp_PVH87941	#87CEEB	Low (33.2%)
Cadophora_sp_PVH85433	#EAFF80	Medium (43.8%)
Cadophora_sp_PVH84716	#87CEEB	Low (31.8%)
Cadophora_sp_PVH83970	#905799	Far distant (27.9%)
Cadophora_sp_PVH82817	#905799	Far distant (29.4%)
Cadophora_sp_PVH82213	#905799	Far distant (26.2%)
